,Company,Brand,Appliance,Energy Consumption,SKU
7656,Whirlpool Corporation,Diqua,Toaster,300W,SKU-62192
7657,GlenDimplex,New World,Kettle,475W,SKU-58155
7658,AB Electrolux / Investor AB,Olympic Group,Freezer,120W,SKU-37088
7659,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Dryer,,SKU-94256
7660,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Dish Washer,,SKU-8886
7661,AB Electrolux / Investor AB,Fensa,Dryer,,SKU-22198
7662,Whirlpool Corporation,KitchenAid,Dish Washer,120W,SKU-33921
7663,Thermador / BSH Hausgeräte GmbH / Robert Bosch GmbH,Thermador,Stove,0,SKU-65154
7664,The Middleby Corporation,Marvel,Washer,400W,SKU-72055
7665,Whirlpool Corporation,Brastemp,Washer,500W,SKU-33405
7666,Mondragon Corporation,De Dietrich,Toaster,200,SKU-63612
7667,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Refrigerator,400W,SKU-90065
7668,AB Electrolux / Investor AB,Alpeninox,Toaster,,SKU-10794
7669,The Meyer Corporatio,Hestan,Stove,325W,SKU-85865
7670,Whirlpool Corporation,Consul,Kettle,500W,SKU-60076
7671,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Toaster,,SKU-61208
7672,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Dryer,250W,SKU-60470
7673,Arçelik A.Ş. / Koç Holding,Arctic,Stove,120W,SKU-82976
7674,BSH Hausgeräte GmbH / Robert Bosch GmbH,Zelmer,Dish Washer,,SKU-37201
7675,AB Electrolux / Investor AB,Kelvinator,Dish Washer,0,SKU-25252
7676,Whirlpool Corporation,Acros,Refrigerator,425W,SKU-44959
7677,Candy Group,Süsler,Dryer,475W,SKU-23953
7678,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Stove,0,SKU-24369
7679,Samsung Group,Samsung,Dish Washer,0,SKU-43249
7680,Amica Wronki S.A,Amica,Freezer,0,SKU-83987
7681,Dayou Group,Daewoo,Washer,0,SKU-14105
7682,AB Electrolux / Investor AB,Prosdócimo,Toaster,425W,SKU-12698
7683,Whirlpool Corporation,KitchenAid India,Toaster,400W,SKU-84240
7684,Thermador / BSH Hausgeräte GmbH / Robert Bosch GmbH,Thermador,Stove,500W,SKU-5288
7685,Smeg Group S.p.A,Bertazzoni,Dryer,475W,SKU-43477
7686,Smeg Group S.p.A,Smeg,Dish Washer,,SKU-84040
7687,Liebherr Group,Liebherr,Freezer,0,SKU-45905
7688,BSH Hausgeräte GmbH / Robert Bosch GmbH,Viva,Dryer,475W,SKU-79284
7689,Gorenje,Gorenje,Stove,200,SKU51382
7690,AB Electrolux / Investor AB,Kelvinator,Kettle,500W,SKU-19195
7691,Whirlpool Corporation,Whirlpool,Dryer,325W,SKU-41201
7692,Whirlpool Corporation,Gladiator GarageWorks,Freezer,,SKU-50493
7693,Arçelik A.Ş. / Koç Holding,Defy,Kettle,,SKU-39639
7694,Whirlpool Corporation,Admiral,Kettle,0,SKU-1202
7695,AB Electrolux / Investor AB,Tricity Bendix,Freezer,0,SKU-82092
7696,AB Electrolux / Investor AB,Voss,Stove,0,SKU-34751
7697,Candy Group,Zerowatt,Washer,,SKU-43524
7698,Arçelik A.Ş. / Koç Holding,Arçelik,Stove,300W,SKU-59913
7699,AB Electrolux / Investor AB,Electrolux ICON,Toaster,,SKU-53010
7700,Whirlpool Corporation,Kenmore,Washer,425W,SKU-21887
7701,GlenDimplex,Campo,Stove,0,SKU-65223
7702,AB Electrolux / Investor A,Chef,Kettle,0,SKU-25571
7703,Whirlpool Corporatio,Ariston,Dryer,120W,SKU-32785
7704,AB Electrolux / Investor AB,Lehel,Dish Washer,,SKU-46888
7705,AB Electrolux / Investor AB,Zanussi,Dryer,,SKU-46829
7706,Fhiaba S.r.l,Fhibia,Freezer,0,SKU-70154
7707,Whirlpool Corporation,Diqua,Toaster,120W,SKU-81751
7708,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Refrigerator,415,SKU-79295
7709,Arçelik A.Ş. / Koç Holding,Altus,Toaster,415,SKU-87394
7710,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Dryer,,SKU-46167
7711,Whirlpool Corporation,KitchenAid India,Dryer,,SKU-50701
7712,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Dish Washer,415,SKU-81073
7713,Gorenje,Mora,Freezer,200,SKU-32324
7714,AB Electrolux / Investor AB,Fensa,Kettle,0,SKU-15186
7715,AB Electrolux / Investor AB,FAure,Kettle,120W,SKU-68224
7716,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Refrigerator,0,SKU-56735
7717,Samsung Group,Samsung,Washer,250W,SKU-96637
7718,AB Electrolux / Investor AB,Gibson,Stove,200,SKU-13004
7719,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Dryer,,SKU-50899
7720,GlenDimplex,Creda,Dryer,,SKU-78942
7721,Arçelik A.Ş. / Koç Holding,Arctic,Freezer,,SKU-82386
7722,AB Electrolux / Investor AB,Kelvinator,Kettle,500W,SKU-95552
7723,GlenDimplex,Nobo,Refrigerator,475W,SKU-7065
7724,GlenDimplex,Nobo,Washer,120W,SKU-53909
7725,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Dryer,325W,SKU-42225
7726,GlenDimplex,Creda,Dish Washer,,SKU-74981
7727,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Toaster,120W,SKU-7478
7728,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Freezer,,SKU-14314
7729,Whirlpool Corporation,Diqua,Refrigerator,400W,SKU-18100
7730,Candy Group,Baumatic,Dish Washer,,SKU-34948
7731,BSH Hausgeräte GmbH / Robert Bosch GmbH,Viva,Freezer,200,SKU-28634
7732,Whirlpool Corporation,KitchenAid India,Dryer,,SKU-5982
7733,Candy Group,Rosières,Refrigerator,325W,SKU--78860
7734,Arçelik A.Ş. / Koç Holdin,Beko,Kettle,325W,SKU-94637
7735,AB Electrolux / Investor AB,Elektro Helios,Refrigerator,0,SKU-80186
7736,Dayou Group,Daewoo,Toaster,,SKU-17797
7737,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Freezer,0,SKU-39702
7738,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Dryer,,SKU-38524
7739,GlenDimplex,Technika,Toaster,120W,SKU-3040
7740,GlenDimplex,Campo,Freezer,0,SKU-17903
7741,Gorenje,Etna,Stove,300W,SKU-26994
7742,AB Electrolux / Investor A,Chef,Refrigerator,400W,SKU-97017
7743,AB Electrolux / Investor AB,Gibson,Refrigerator,415,SKU-81743
7744,AB Electrolux / Investor AB,Corberó,Toaster,,SKU-68909
7745,AB Electrolux / Investor AB,Gafa,Toaster,,SKU-19441
7746,AB Electrolux / Investor AB,Atlas,Dish Washer,,SKU-65518
7747,GlenDimplex,New World,Dryer,0,SKU-60305
7748,AB Electrolux / Investor AB,Gibson,Dryer,120W,SKU-31566
7749,"Indesit Company, Whirlpool Corporation",Scholtès,Dryer,0,SKU-72627
7750,Candy Group,Hoover,Toaster,120W,SKU-88682
7751,AB Electrolux / Investor AB,Zanker,Washer,500W,SKU-7425
7752,Arçelik A.Ş. / Koç Holding,Dawlance,Refrigerator,,SKU-76293
7753,Dayou Winia / Dayou Group,PRAUD,Washer,0,SKU-74961
7754,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Servis,Kettle,250W,SKU-33065
7755,Thermador / BSH Hausgeräte GmbH / Robert Bosch GmbH,Thermador,Kettle,200,SKU-98635
7756,"Sub-Zero Group, Inc",Wolf,Washer,0,SKU-1215
7757,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Refrigerator,325W,SKU-6494
7758,Whirlpool Corporation,KitchenAid India,Dish Washer,,SKU-51346
7759,Mondragon Corporation,De Dietrich,Toaster,0,SKU-2817
7760,AB Electrolux / Investor AB,Anova,Washer,,SKU-77045
7761,Candy Group,Iberna,Toaster,325W,SKU-60378
7762,Candy Group,Hoover,Kettle,0,SKU-10941
7763,AB Electrolux / Investor AB,Olympic Group,Washer,325W,SKU-54868
7764,Whirlpool Corporation,KitchenAid,Kettle,120W,SKU-12478
7765,Arçelik A.Ş. / Koç Holding,Defy,Kettle,200,SKU-72337
7766,Whirlpool Corporation,Consul,Dryer,,SKU-51404
7767,Asko Appliances AB / Gorenje,Asko,Dryer,300W,SKU-85036
7768,The Middleby Corporation,Marvel,Freezer,0,SKU-45917
7769,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Dryer,0,SKU-83033
7770,AB Electrolux / Investor AB,Dishlex,Toaster,475W,SKU-61812
7771,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Freezer,475W,SKU-12702
7772,Arçelik A.Ş. / Koç Holding,Altus,Freezer,425W,SKU-50919
7773,Mondragon Corporation,Brandt,Toaster,,SKU-78500
7774,"LG Electronics, LG Corporation",LG,Toaster,,SKU-85583
7775,AB Electrolux / Investor A,Frigidaire,Dish Washer,,SKU-53050
7776,Arçelik A.Ş. / Koç Holdin,Beko,Stove,0,SKU-70104
7777,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Freezer,,SKU-72748
7778,AB Electrolux / Investor AB,Prosdócimo,Kettle,415,SKU-98588
7779,Whirlpool Corporation,Consul,Toaster,400W,SKU-81147
7780,Candy Group,Jinling,Dish Washer,0,SKU-25568
7781,AB Electrolux / Investor AB,Elektro Helios,Stove,,SKU-11667
7782,AB Electrolux / Investor AB,REX-Electrolux,Kettle,,SKU-51610
7783,"Indesit Company, Whirlpool Corporation",Elco,Dryer,,SKU-2543
7784,Whirlpool Corporation,Admiral,Dish Washer,,SKU-4153
7785,Asko Appliances AB / Gorenje,Asko,Refrigerator,0,SKU-14049
7786,Miele & Cie. KG,Miele,Freezer,300W,SKU-32742
7787,AB Electrolux / Investor AB,Philco,Kettle,0,SKU-18667
7788,BSH Hausgeräte GmbH / Robert Bosch GmbH,Coldex,Kettle,,SKU-89055
7789,GlenDimplex,Britannia,Kettle,0,SKU-50810
7790,AB Electrolux / Investor A,Chef,Freezer,,SKU-35903
7791,AB Electrolux / Investor A,Chef,Toaster,,SKU-28528
7792,Whirlpool Corporation,Consul,Toaster,,SKU-56707
7793,Candy Group,Otsein Hoover,Kettle,,SKU-12923
7794,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Toaster,200,SKU-61661
7795,Fnac,ProLine,Refrigerator,0,SKU-39293
7796,Gorenje,Körting,Washer,250W,SKU-71269
7797,Whirlpool Corporation,Indesit Company,Freezer,325W,SKU-46764
7798,AB Electrolux / Investor AB,Anova,Refrigerator,,SKU-55089
7799,The Middleby Corporation,Marvel,Dish Washer,415,SKU-12534
7800,"Indesit Company, Whirlpool Corporation",Stinol,Stove,0,SKU-10250
7801,GlenDimplex,Creda,Dryer,0,SKU-67340
7802,Montpellier Domestic Appliances Ltd,Montpellier,Refrigerator,425W,SKU-83776
7803,Whirlpool Corporation,Maytag,Dryer,,SKU-76740
7804,Arçelik A.Ş. / Koç Holding,Arctic,Stove,200,SKU--14222
7805,Mondragon Corporation,De Dietrich,Toaster,300W,SKU-11006
7806,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Dryer,300W,SKU-83815
7807,GlenDimplex,Britannia,Dish Washer,,SKU-2818
7808,Candy Group,Süsler,Kettle,200,SKU-66465
7809,AB Electrolux / Investor AB,Tricity Bendix,Dryer,,SKU-88443
7810,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Refrigerator,325W,SKU-22087
7811,Gorenje,Körting,Freezer,,SKU-62557
7812,GlenDimplex,Creda,Toaster,120W,SKU-41052
7813,AB Electrolux / Investor AB,Dometic,Refrigerator,,SKU-45338
7814,Whirlpool Corporation,Amana,Toaster,250W,11862
7815,"Sub-Zero Group, Inc",Wolf,Freezer,415,SKU-62687
7816,AB Electrolux / Investor AB,Kelvinator,Kettle,200,SKU-10520
7817,GlenDimplex,Cadet,Freezer,500W,SKU-6262
7818,Candy Group,Candy,Freezer,500W,SKU-94572
7819,AB Electrolux / Investor AB,Gafa,Toaster,425W,SKU-43461
7820,AB Electrolux / Investor AB,Gafa,Refrigerator,475W,SKU-45818
7821,BSH Hausgeräte GmbH / Robert Bosch GmbH,Viva,Stove,200,SKU-77786
7822,AB Electrolux / Investor AB,Castor,Freezer,0,SKU-13433
7823,AB Electrolux / Investor AB,Tricity Bendix,Kettle,475W,SKU-33660
7824,AB Electrolux / Investor AB,Castor,Washer,,SKU-2921
7825,Thermador / BSH Hausgeräte GmbH / Robert Bosch GmbH,Thermador,Dish Washer,300W,SKU-53768
7826,AB Electrolux / Investor AB,Olympic Group,Freezer,0,SKU-95941
7827,Gorenje,Sidex,Freezer,415,SKU-37413
7828,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Washer,325W,SKU-79459
7829,Arçelik A.Ş. / Koç Holding,Altus,Refrigerator,0,SKU-66989
7830,Arçelik A.Ş. / Koç Holding,Altus,Freezer,500W,SKU-37898
7831,Candy Group,Rosières,Stove,,SKU-57243
7832,Whirlpool Corporation,Polar,Washer,,SKU-33439
7833,Candy Group,Iberna,Refrigerator,425W,SKU-46150
7834,Amica Wronki S.A,Amica,Toaster,300W,SKU-23142
7835,BSH Hausgeräte GmbH / Robert Bosch GmbH,Viva,Kettle,425W,SKU-49112
7836,Whirlpool Corporation,Acros,Toaster,0,SKU-40287
7837,Gorenje,Etna,Freezer,400W,SKU-37620
7838,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Freezer,415,SKU-79614
7839,Whirlpool Corporation,Amana,Kettle,,SKU-20735
7840,AB Electrolux / Investor AB,FAure,Stove,400W,SKU-57962
7841,AB Electrolux / Investor AB,Parkinson Cowan,Kettle,250W,SKU-96127
7842,AB Electrolux / Investor AB,FAure,Dish Washer,250W,SKU-52666
7843,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Stove,,SKU-2791
7844,Whirlpool Corporatio,Ariston,Washer,475W,SKU-81565
7845,Whirlpool Corporation,Acros,Washer,325W,SKU-93745
7846,Candy Group,Iberna,Freezer,415,SKU-29721
7847,Arçelik A.Ş. / Koç Holding,Defy,Kettle,120W,SKU-90627
7848,Gorenj,Atag,Stove,475W,SKU-77781
7849,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Kettle,400W,SKU-54106
7850,Whirlpool Corporation,Diqua,Freezer,0,SKU-97048
7851,AB Electrolux / Investor AB,Parkinson Cowan,Stove,0,SKU-52866
7852,AB Electrolux / Investor AB,Prosdócimo,Dish Washer,400W,SKU-27171
7853,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Stove,,SKU-96704
7854,Candy Group,Iberna,Freezer,,SKU-88615
7855,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Stove,0,SKU-24348
7856,Liebherr Group,Liebherr,Refrigerator,325W,SKU-92504
7857,AB Electrolux / Investor AB,Mademsa,Dryer,,SKU-7673
7858,Arçelik A.Ş. / Koç Holding,Grundig,Refrigerator,0,68939
7859,BSH Hausgeräte GmbH / Robert Bosch GmbH,Coldex,Toaster,250W,SKU-15309
7860,AB Electrolux / Investor AB,Elektro Helios,Washer,,SKU-90745
7861,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Freezer,0,SKU-52224
7862,GlenDimplex,Britannia,Refrigerator,0,SKU-67517
7863,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Dish Washer,,SKU-96290
7864,Mondragon Corporation,Brandt,Stove,,SKU-54565
7865,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Toaster,400W,SKU-71504
7866,Miele & Cie. KG,Miele,Stove,200,SKU-33080
7867,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Freezer,,SKU-60182
7868,Whirlpool Corporation,Polar,Stove,0,SKU-36765
7869,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Washer,475W,SKU-60539
7870,AB Electrolux / Investor AB,Westinghouse,Dryer,,SKU-20871
7871,GlenDimplex,New World,Kettle,0,SKU-48950
7872,Candy Group,Candy,Refrigerator,0,SKU-15431
7873,Home Retail Group plc / J Sainsbury plc,Bush,Toaster,,SKU-58246
7874,Dayou Winia / Dayou Group,PRAUD,Refrigerator,200,SKU-70768
7875,Whirlpool Corporation,Estate,Washer,250W,SKU-36297
7876,Whirlpool Corporatio,Ariston,Washer,,SKU-90738
7877,GlenDimplex,Faber,Kettle,,SKU-52618
7878,Asko Appliances AB / Gorenje,Asko,Washer,,SKU-79197
7879,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Kettle,,SKU-79775
7880,Candy Group,Otsein Hoover,Toaster,250W,SKU-2744
7881,Fnac,ProLine,Stove,0,SKU-79391
7882,GlenDimplex,Campo,Kettle,300W,SKU-46722
7883,GlenDimplex,Nobo,Dish Washer,325W,SKU--10611
7884,Candy Group,Iberna,Freezer,415,SKU-49192
7885,AB Electrolux / Investor AB,Voss,Toaster,120W,SKU-82804
7886,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Toaster,500W,SKU-40938
7887,Mondragon Corporation,Mastercook,Washer,0,SKU-7950
7888,AB Electrolux / Investor AB,Fensa,Stove,250W,SKU-2361
7889,AB Electrolux / Investor AB,Electrolux ICON,Dryer,,SKU-87446
7890,Asko Appliances AB / Gorenje,Asko,Toaster,,SKU-50878
7891,Gorenje,Sidex,Refrigerator,400W,SKU-25749
7892,Whirlpool Corporation,KitchenAid India,Dish Washer,300W,SKU-63586
7893,Gorenje,Mora,Refrigerator,,SKU-40059
7894,Arçelik A.Ş. / Koç Holdin,Beko,Toaster,200,SKU-70381
7895,BSH Hausgeräte GmbH / Robert Bosch GmbH,Zelmer,Washer,,SKU-79731
7896,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Stove,,SKU-7695
7897,AB Electrolux / Investor AB,Tricity Bendix,Washer,,SKU-16946
7898,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Kettle,300W,SKU-84659
7899,Whirlpool Corporation,KitchenAid India,Dish Washer,,SKU-32557
7900,AB Electrolux / Investor AB,Dishlex,Washer,,SKU-37294
7901,The Middleby Corporation,Marvel,Stove,,SKU-97831
7902,Whirlpool Corporation,Roper,Toaster,,SKU-62032
7903,Candy Group,Süsler,Refrigerator,250W,SKU-64204
7904,Whirlpool Corporation,Kenmore,Toaster,500W,SKU-73695
7905,Dayou Winia / Dayou Group,PRAUD,Toaster,325W,SKU-54052
7906,Arçelik A.Ş. / Koç Holding,Leisure,Kettle,0,SKU-85359
7907,GlenDimplex,Britannia,Toaster,0,SKU-37078
7908,AB Electrolux / Investor AB,Gibson,Dryer,,SKU-80688
7909,AB Electrolux / Investor AB,Parkinson Cowan,Stove,,SKU-52094
7910,GlenDimplex,Cadet,Dish Washer,250W,SKU-63947
7911,Fhiaba S.r.l,Fhibia,Stove,120W,SKU-68941
7912,John Lewis Partnership,John Lewis,Dish Washer,500W,SKU-78178
7913,Candy Group,Otsein Hoover,Washer,400W,SKU-41714
7914,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Dryer,,SKU-44544
7915,AB Electrolux / Investor AB,Corberó,Kettle,0,SKU-85439
7916,Gorenje,Etna,Stove,,SKU-9522
7917,Fnac,ProLine,Refrigerator,325W,SKU-13724
7918,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Dryer,,SKU-29669
7919,"Sub-Zero Group, Inc",Sub-Zero,Refrigerator,0,SKU-74313
7920,AB Electrolux / Investor AB,Gibson,Stove,0,SKU-69493
7921,Candy Group,Baumatic,Refrigerator,,SKU-81268
7922,Candy Group,Baumatic,Refrigerator,,SKU-33092
7923,AB Electrolux / Investor AB,Fensa,Dryer,300W,SKU-78037
7924,Viking Range Corporation / The Middleby Corporation,Viking,Stove,400W,SKU-20208
7925,GlenDimplex,Technika,Toaster,,SKU-47959
7926,AB Electrolux / Investor AB,Castor,Freezer,425W,SKU-26030
7927,AB Electrolux / Investor AB,Corberó,Dryer,475W,SKU-90405
7928,AB Electrolux / Investor AB,Electrolux ICON,Kettle,,SKU-20687
7929,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Refrigerator,475W,SKU-97761
7930,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Washer,,SKU-77859
7931,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Dish Washer,425W,SKU-43602
7932,The Meyer Corporatio,Hestan,Kettle,,SKU-87147
7933,Whirlpool Corporation,Consul,Refrigerator,0,SKU-87502
7934,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Toaster,,SKU-37644
7935,GlenDimplex,Creda,Stove,,SKU-81437
7936,Fnac,ProLine,Dryer,120W,SKU-14829
7937,AB Electrolux / Investor AB,Dometic,Washer,,SKU-5989
7938,Mondragon Corporation,Fagor,Kettle,325W,SKU-61181
7939,GlenDimple,Belling,Refrigerator,300W,SKU-68320
7940,Whirlpool Corporation,KitchenAid,Dish Washer,200,SKU-85328
7941,Smeg Group S.p.A,Bertazzoni,Refrigerator,,SKU-85299
7942,Gorenje,Etna,Stove,0,SKU-59088
7943,Whirlpool Corporation,Diqua,Dish Washer,,SKU-33885
7944,Candy Group,Hoover,Refrigerator,,SKU-51068
7945,John Lewis Partnership,John Lewis,Dryer,250W,SKU-26604
7946,Liebherr Group,Liebherr,Freezer,,SKU-47151
7947,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Dryer,,SKU-90571
7948,AB Electrolux / Investor AB,Somela,Kettle,475W,SKU-27029
7949,Whirlpool Corporation,Kenmore,Dish Washer,415,SKU-64893
7950,Mondragon Corporation,De Dietrich,Toaster,415,SKU-17815
7951,Asko Appliances AB / Gorenje,Asko,Freezer,425W,SKU-7468
7952,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Toaster,120W,SKU-97099
7953,GlenDimplex,Campo,Freezer,,SKU-76672
7954,GlenDimplex,Cadet,Dryer,0,SKU-26748
7955,AB Electrolux / Investor AB,REX-Electrolux,Kettle,,SKU-76992
7956,Whirlpool Corporation,Inglis,Freezer,0,SKU-74142
7957,AB Electrolux / Investor AB,Mademsa,Toaster,475W,SKU-78409
7958,AB Electrolux / Investor AB,White-Westinghouse,Washer,0,SKU-86046
7959,AB Electrolux / Investor AB,Simpson,Freezer,,SKU-86002
7960,Gorenje,Mora,Dryer,500W,SKU-29562
7961,Candy Group,Süsler,Freezer,,SKU--84718
7962,Whirlpool Corporation,Inglis,Refrigerator,120W,SKU-23048
7963,Mondragon Corporation,De Dietrich,Washer,300W,SKU-34000
7964,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Dish Washer,0,SKU-9348
7965,AB Electrolux / Investor AB,FAure,Stove,325W,SKU-83275
7966,Arçelik A.Ş. / Koç Holding,Flavel,Toaster,,SKU-4600
7967,GlenDimplex,Stoves,Washer,425W,SKU-86860
7968,Candy Group,Vyatka,Freezer,200,SKU-80431
7969,GlenDimplex,Nobo,Freezer,0,SKU-41536
7970,Liebherr Group,Liebherr,Dryer,0,SKU-60094
7971,AB Electrolux / Investor AB,Gibson,Dish Washer,,SKU-46917
7972,Candy Group,Süsler,Kettle,,SKU-35165
7973,Candy Group,Jinling,Stove,,SKU-9384
7974,AB Electrolux / Investor AB,Dishlex,Kettle,325W,SKU-80643
7975,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Refrigerator,500W,SKU-6434
7976,AB Electrolux / Investor AB,REX-Electrolux,Kettle,0,SKU-25381
7977,GlenDimplex,Technika,Stove,0,SKU-68897
7978,AB Electrolux / Investor AB,King,Washer,,SKU-53790
7979,Whirlpool Corporation,Acros,Toaster,500W,SKU-6141
7980,Dayou Group,Daewoo,Stove,,SKU-2534
7981,Whirlpool Corporatio,Ariston,Washer,500W,SKU-59750
7982,AB Electrolux / Investor AB,Atlas,Kettle,,SKU-60941
7983,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Stove,,SKU-61831
7984,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Dish Washer,325W,SKU-70736
7985,Candy Group,Süsler,Washer,400W,SKU-35804
7986,Arçelik A.Ş. / Koç Holding,Altus,Stove,250W,SKU-46413
7987,Whirlpool Corporation,Polar,Dryer,120W,SKU-32165
7988,Whirlpool Corporation,Jenn-Air,Toaster,,SKU-52953
7989,Candy Group,Zerowatt,Washer,400W,SKU-2210
7990,Arçelik A.Ş. / Koç Holding,Grundig,Toaster,475W,SKU-45164
7991,AB Electrolux / Investor AB,Zanussi,Dish Washer,,SKU-22128
7992,Whirlpool Corporation,Kenmore,Refrigerator,200,SKU-14495
7993,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Dryer,300W,SKU-34314
7994,Miele & Cie. KG,Miele,Freezer,,SKU-34115
7995,"Sub-Zero Group, Inc",Sub-Zero,Dryer,250W,SKU-38913
7996,AB Electrolux / Investor AB,Atlas,Toaster,425W,SKU-62311
7997,Whirlpool Corporation,Admiral,Washer,325W,SKU-78344
7998,Viking Range Corporation / The Middleby Corporation,Viking,Dish Washer,0,SKU-81315
7999,AB Electrolux / Investor AB,Zanussi,Dish Washer,,SKU-99894
8000,Dayou Winia / Dayou Group,PRAUD,Stove,,SKU-75185
8001,"LG Electronics, LG Corporation",LG,Dish Washer,300W,SKU-30097
8002,Whirlpool Corporation,Whirlpool,Refrigerator,120W,SKU-57517
8003,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Kettle,,SKU-37455
8004,Whirlpool Corporation,Gladiator GarageWorks,Dryer,425W,SKU-45223
8005,AB Electrolux / Investor AB,FAure,Washer,,SKU-32630
8006,AB Electrolux / Investor AB,Westinghouse,Dryer,300W,SKU-87067
8007,Mondragon Corporation,Brandt,Refrigerator,,SKU-16315
8008,Candy Group,Vyatka,Dryer,500W,SKU-58433
8009,Miele & Cie. KG,Miele,Washer,500W,SKU-91079
8010,Whirlpool Corporation,Inglis,Freezer,,SKU-9597
8011,Arçelik A.Ş. / Koç Holding,Defy,Dish Washer,,SKU-90246
8012,"Sub-Zero Group, Inc",Wolf,Toaster,300W,SKU8700
8013,GlenDimplex,New World,Toaster,,SKU-40451
8014,Candy Group,Otsein Hoover,Toaster,,SKU-43678
8015,Arçelik A.Ş. / Koç Holding,Flavel,Washer,,SKU-12432
8016,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Refrigerator,425W,SKU-26785
8017,Arçelik A.Ş. / Koç Holding,Arctic,Dryer,415,SKU-81166
8018,AB Electrolux / Investor AB,Westinghouse,Refrigerator,,SKU-66017
8019,Miele & Cie. KG,Miele,Freezer,0,SKU-85696
8020,Arçelik A.Ş. / Koç Holding,Altus,Stove,415,SKU-46534
8021,AB Electrolux / Investor AB,Tricity Bendix,Refrigerator,300W,SKU-77600
8022,Arçelik A.Ş. / Koç Holding,Altus,Toaster,0,SKU-67953
8023,AB Electrolux / Investor AB,Tricity Bendix,Toaster,425W,SKU-46735
8024,Smeg Group S.p.A,Bertazzoni,Dish Washer,,SKU-93538
8025,AB Electrolux / Investor AB,Parkinson Cowan,Refrigerator,300W,SKU-27907
8026,Candy Group,Süsler,Toaster,,SKU-89685
8027,GlenDimplex,Valor,Freezer,200,SKU-13036
